기준년도,시군명,읍면동명,등록동물수(마리),시군구등록수,대행업체등록수,기타등록수,RFID내장치형수,RFID외부장치형수,RFID인지형수,동물품종수,동물소유자수,소유자등록동물수값,등록대행업체수,데이터기준일자
2025,화성시,남양동,96,4,92,0,41,50,5,25,77,1.25,0,2025-01-31
2025,화성시,남양읍,3714,313,3399,2,1995,1411,308,106,2506,1.48,8,2025-01-31
2025,화성시,능동,3578,113,3464,1,1838,1557,183,84,2728,1.31,4,2025-01-31
2025,화성시,동탄면,112,3,109,0,56,53,3,30,83,1.35,0,2025-01-31
2025,화성시,마도면,723,125,598,0,455,198,70,56,403,1.79,1,2025-01-31
2025,화성시,매송면,514,51,463,0,268,172,74,42,339,1.52,1,2025-01-31
2025,화성시,목동,1826,72,1751,3,918,794,114,63,1375,1.33,3,2025-01-31
2025,화성시,무송동,2,0,2,0,1,1,0,2,2,1,0,2025-01-31
2025,화성시,문호동,1,0,1,0,0,1,0,1,1,1,0,2025-01-31
2025,화성시,반송동,5317,140,5175,2,2949,2168,200,99,4101,1.3,18,2025-01-31
2025,화성시,반월동,2053,66,1986,1,1048,895,110,77,1569,1.31,4,2025-01-31
2025,화성시,반정동,147,3,144,0,97,41,9,31,101,1.46,0,2025-01-31
2025,화성시,방교동,182,3,179,0,103,70,9,35,119,1.53,0,2025-01-31
2025,화성시,배양동,57,6,51,0,33,16,8,22,42,1.36,0,2025-01-31
2025,화성시,병점동,3956,89,3863,4,2019,1739,198,88,3006,1.32,3,2025-01-31
2025,화성시,봉담읍,7363,237,7124,2,4109,2796,458,107,5224,1.41,8,2025-01-31
2025,화성시,북양동,9,0,9,0,4,5,0,5,6,1.5,0,2025-01-31
2025,화성시,비봉면,649,62,586,1,379,206,64,57,382,1.7,0,2025-01-31
2025,화성시,산척동,2541,133,2408,0,1291,1062,188,70,1872,1.36,5,2025-01-31
2025,화성시,새솔동,1518,93,1425,0,714,665,139,63,1115,1.36,3,2025-01-31
2025,화성시,서신면,599,56,543,0,366,190,43,60,376,1.59,0,2025-01-31
2025,화성시,석우동,960,29,931,0,532,383,45,52,790,1.22,0,2025-01-31
2025,화성시,송동,671,33,638,0,358,275,38,58,512,1.31,0,2025-01-31
2025,화성시,송림동,10,0,10,0,8,2,0,5,2,5,0,2025-01-31
2025,화성시,송산동,802,35,765,2,389,353,60,56,558,1.44,2,2025-01-31
2025,화성시,송산면,980,45,933,2,648,290,42,64,581,1.69,4,2025-01-31
2025,화성시,수화동,3,0,3,0,1,2,0,3,2,1.5,0,2025-01-31
2025,화성시,신남동,16,0,16,0,3,13,0,9,14,1.14,0,2025-01-31
2025,화성시,신동,345,9,336,0,163,172,10,49,239,1.44,2,2025-01-31
2025,화성시,신외동,1,1,0,0,0,1,0,1,1,1,0,2025-01-31
2025,화성시,안녕동,1358,54,1302,2,637,645,76,73,878,1.55,0,2025-01-31
2025,화성시,안석동,2,0,2,0,0,2,0,2,2,1,0,2025-01-31
2025,화성시,양감면,391,61,329,1,182,138,71,47,210,1.86,1,2025-01-31
2025,화성시,영천동,3229,104,3125,0,1870,1178,181,80,2055,1.57,7,2025-01-31
2025,화성시,오산동,2066,61,2005,0,1020,942,104,75,1556,1.33,5,2025-01-31
2025,화성시,우정읍,1659,100,1558,1,1023,533,103,75,1013,1.64,2,2025-01-31
2025,화성시,원천동,3,0,3,0,2,0,1,3,2,1.5,0,2025-01-31
2025,화성시,장덕동,4,0,4,0,1,3,0,2,3,1.33,0,2025-01-31
2025,화성시,장안면,1210,102,1107,1,799,312,99,66,658,1.84,0,2025-01-31
2025,화성시,장전동,2,0,2,0,0,2,0,2,1,2,0,2025-01-31
2025,화성시,장지동,1839,73,1766,0,933,793,113,70,1343,1.37,1,2025-01-31
2025,화성시,정남면,1025,66,958,1,554,401,70,67,653,1.57,1,2025-01-31
2025,화성시,중동,51,22,29,0,15,14,22,17,15,3.4,0,2025-01-31
2025,화성시,진안동,2148,57,2090,1,1078,937,133,82,1526,1.41,4,2025-01-31
2025,화성시,청계동,2801,99,2702,0,1356,1325,120,73,2229,1.26,3,2025-01-31
2025,화성시,팔탄면,1058,87,971,0,578,379,101,62,560,1.89,0,2025-01-31
2025,화성시,향남읍,6766,368,6395,3,2813,3472,481,107,4753,1.42,4,2025-01-31
2025,화성시,활초동,13,0,13,0,4,9,0,5,9,1.44,0,2025-01-31
2025,화성시,황계동,60,18,42,0,23,15,22,18,29,2.07,0,2025-01-31
2024,가평군,가평군,7428,130,7291,7,4588,2481,359,120,4537,1.64,7428,2025-05-09
2024,가평군,가평읍,1806,27,1776,3,1208,537,61,74,1169,1.54,1806,2025-05-09
2024,가평군,북면,496,17,479,0,324,139,33,52,294,1.69,496,2025-05-09
2024,가평군,상면,910,12,898,0,596,263,51,59,528,1.72,910,2025-05-09
2024,가평군,설악면,1760,36,1723,1,858,828,74,82,1002,1.76,1760,2025-05-09
2024,가평군,조종면,928,19,908,1,599,283,46,85,576,3.18,928,2025-05-09
2024,가평군,청평면,1528,19,1507,2,1003,431,94,73,968,1.58,1528,2025-05-09
2024,광주시,경안동,1224,100,1123,1,735,363,126,73,864,1.42,4,2025-07-21
2024,광주시,고산동,281,12,269,0,151,112,18,39,177,1.59,1,2025-07-21
2024,광주시,곤지암읍,2034,223,1811,0,1225,555,254,84,1308,1.56,4,2025-07-21
2024,광주시,남종면,148,37,110,1,62,48,38,35,75,1.97,0,2025-07-21
2024,광주시,남한산성면,242,18,224,0,166,51,25,31,121,2,0,2025-07-21
2024,광주시,능평동,599,15,584,0,292,283,24,60,362,1.65,1,2025-07-21
2024,광주시,도척면,1106,176,928,2,657,270,179,76,519,2.13,0,2025-07-21
2024,광주시,매산동,128,2,126,0,68,56,4,30,82,1.56,0,2025-07-21
2024,광주시,목동,135,10,125,0,80,41,14,35,87,1.55,0,2025-07-21
2024,광주시,목현동,1358,121,1237,0,773,445,140,70,923,1.47,0,2025-07-21
2024,광주시,문형동,210,16,194,0,87,96,27,38,128,1.64,0,2025-07-21
2024,광주시,삼동,650,72,577,1,380,181,89,59,455,1.43,0,2025-07-21
2024,광주시,송정동,1888,146,1742,0,1040,646,202,81,1369,1.38,4,2025-07-21
2024,광주시,신현동,1001,40,961,0,492,471,38,71,601,1.67,3,2025-07-21
2024,광주시,쌍령동,1313,98,1212,3,758,426,129,65,977,1.34,1,2025-07-21
2024,광주시,양벌동,500,16,483,1,263,219,18,47,342,1.46,1,2025-07-21
2024,광주시,역동,764,32,732,0,426,280,58,50,589,1.3,1,2025-07-21
2024,광주시,오포읍,8536,593,7938,5,4484,2760,1292,125,5927,1.44,0,2025-07-21
2024,광주시,장지동,1040,75,963,2,593,329,118,65,724,1.44,1,2025-07-21
2024,광주시,중대동,366,39,326,1,225,96,45,38,264,1.39,2,2025-07-21
2024,광주시,중부면,41,12,29,0,15,16,10,12,16,2.56,0,2025-07-21
2024,광주시,직동,80,19,61,0,41,18,21,26,43,1.86,0,2025-07-21
2024,광주시,초월읍,4163,370,3791,2,2431,1286,446,112,2761,1.51,2,2025-07-21
2024,광주시,탄벌동,1327,116,1211,0,760,416,151,71,974,1.36,1,2025-07-21
2024,광주시,태전동,2695,193,2502,0,1474,996,225,90,1987,1.36,2,2025-07-21
2024,광주시,퇴촌면,1700,151,1547,2,911,630,159,78,1019,1.67,2,2025-07-21
2024,광주시,회덕동,1118,91,1027,0,625,376,117,69,736,1.52,0,2025-07-21
2024,부천시,계수동,11,0,11,0,6,5,0,5,11,1,1,2025-05-26
2024,부천시,고강동,2,0,2,0,1,1,0,2,2,1,2,2025-05-26
2024,부천시,고강동,226,4,222,0,110,116,0,31,198,1.14,2,2025-05-26
2024,부천시,괴안동,175,1,174,0,73,102,0,36,159,1.1,2,2025-05-26
2024,부천시,괴안동,1,0,1,0,1,0,0,1,1,1,3,2025-05-26
2024,부천시,내동,52,1,51,0,25,27,0,16,46,1.13,2,2025-05-26
2024,부천시,내동,2,0,2,0,1,1,0,2,2,1,0,2025-05-26
2024,부천시,도당동,102,1,101,0,44,58,0,19,91,1.12,6,2025-05-26
2024,부천시,도당동,1,0,1,0,1,0,0,1,1,1,0,2025-05-26
2024,부천시,범박동,84,3,81,0,29,55,0,23,80,1.05,2,2025-05-26
2024,부천시,범박동,1,0,1,0,1,0,0,1,1,1,1,2025-05-26
2024,부천시,삼정동,1,0,1,0,1,0,0,1,1,1,1,2025-05-26
2024,부천시,삼정동,46,0,46,0,15,31,0,13,39,1.18,0,2025-05-26
2024,부천시,상동,363,9,354,0,182,181,0,45,322,1.13,1,2025-05-26
2024,부천시,상동,5,0,5,0,5,0,0,3,4,1.25,17,2025-05-26
2024,부천시,소사동,23,2,21,0,10,13,0,10,21,1.1,0,2025-05-26
2024,부천시,소사본동,278,3,275,0,111,167,0,34,245,1.13,1,2025-05-26
2024,부천시,소사본동,12,1,11,0,8,4,0,8,10,1.2,2,2025-05-26
2024,부천시,송내동,208,3,205,0,115,93,0,30,166,1.25,0,2025-05-26
2024,부천시,송내동,3,0,3,0,3,0,0,2,2,1.5,1,2025-05-26
2024,부천시,심곡동,314,4,310,0,126,188,0,35,267,1.18,0,2025-05-26
2024,부천시,심곡동,7,0,7,0,6,1,0,6,6,1.17,1,2025-05-26
2024,부천시,심곡본동,2,0,2,0,1,1,0,2,2,1,6,2025-05-26
2024,부천시,심곡본동,160,0,160,0,68,92,0,26,142,1.13,5,2025-05-26
2024,부천시,약대동,74,2,72,0,37,37,0,14,65,1.14,1,2025-05-26
2024,부천시,약대동,2,0,2,0,1,1,0,2,2,1,5,2025-05-26
2024,부천시,여월동,3,0,3,0,3,0,0,3,3,1,4,2025-05-26
2024,부천시,여월동,79,3,76,0,30,49,0,21,73,1.08,0,2025-05-26
2024,부천시,역곡동,0,0,8,0,5,3,0,7,7,1.14,0,2025-05-26
2024,부천시,역곡동,112,0,112,0,53,59,0,26,102,1.1,1,2025-05-26
2024,부천시,오정동,88,1,87,0,33,55,0,24,75,1.17,2,2025-05-26
2024,부천시,오정동,1,0,1,0,0,1,0,1,1,1,1,2025-05-26
2024,부천시,옥길동,2,0,2,0,1,1,0,1,2,1,2,2025-05-26
2024,부천시,옥길동,123,1,122,0,43,80,0,23,108,1.14,3,2025-05-26
2024,부천시,원미동,7,1,6,0,3,4,0,4,5,1.4,0,2025-05-26
2024,부천시,원미동,141,3,138,0,62,79,0,26,120,1.18,0,2025-05-26
2024,부천시,원종동,228,6,222,0,129,99,0,32,202,1.13,1,2025-05-26
2024,부천시,원종동,6,0,6,0,5,1,0,4,6,1,2,2025-05-26
2024,부천시,작동,36,3,33,0,24,12,0,13,34,1.06,2,2025-05-26
2024,부천시,중동,13,0,13,0,8,5,0,6,11,1.18,0,2025-05-26
2024,부천시,중동,555,8,547,0,260,295,0,48,489,1.13,0,2025-05-26
2024,부천시,춘의동,55,1,54,0,32,23,0,17,50,1.1,0,2025-05-26
2024,수원시,고등동,1362,51,1293,18,860,427,75,69,989,1.38,,2025-05-23
2024,수원시,고색동,1340,105,1234,1,841,422,77,68,968,1.38,,2025-05-23
2024,수원시,곡반정동,2239,123,2116,0,1155,935,149,83,1557,1.44,,2025-05-23
2024,수원시,교동,226,14,210,2,148,63,15,36,150,1.51,,2025-05-23
2024,수원시,구운동,1995,181,1810,4,1146,687,162,73,1496,1.33,,2025-05-23
2024,수원시,구천동,136,3,133,0,67,55,14,25,97,1.4,,2025-05-23
2024,수원시,권선동,6931,435,6489,7,3693,2672,566,103,5110,1.36,,2025-05-23
2024,수원시,금곡동,3405,247,3153,5,1715,1370,320,86,2523,1.35,,2025-05-23
2024,수원시,남수동,109,8,101,0,62,35,12,30,77,1.42,,2025-05-23
2024,수원시,남창동,118,8,110,0,78,29,11,32,79,1.49,,2025-05-23
2024,수원시,당수동,709,58,651,0,381,269,59,49,542,1.31,,2025-05-23
2024,수원시,망포동,3333,163,3169,1,1801,1289,243,86,2647,1.26,,2025-05-23
2024,수원시,매교동,722,40,675,7,422,252,48,57,513,1.41,,2025-05-23
2024,수원시,매산로1가,190,16,173,1,103,64,23,32,124,1.53,,2025-05-23
2024,수원시,매산로2가,457,27,426,4,279,145,33,42,340,1.34,,2025-05-23
2024,수원시,매산로3가,318,15,292,11,191,103,24,46,222,1.43,,2025-05-23
2024,수원시,매탄동,6528,452,6065,11,3701,2401,426,105,5037,1.3,,2025-05-23
2024,수원시,매향동,116,8,108,0,67,42,7,22,77,1.51,,2025-05-23
2024,수원시,북수동,170,15,155,0,100,54,16,43,109,1.55,,2025-05-23
2024,수원시,상광교동,18,1,17,0,8,10,0,10,9,2,,2025-05-23
2024,수원시,서둔동,1544,131,1412,1,837,560,147,68,1066,1.45,,2025-05-23
2024,수원시,세류동,4960,322,4628,10,2874,1745,341,106,3542,1.4,,2025-05-23
2024,수원시,송죽동,1788,104,1683,1,1095,566,127,72,1326,1.35,,2025-05-23
2024,수원시,신동,439,19,419,1,242,157,40,45,320,1.37,,2025-05-23
2024,수원시,신풍동,165,19,144,2,99,45,21,34,113,1.46,,2025-05-23
2024,수원시,연무동,1536,95,1439,2,1022,422,92,76,1079,1.42,,2025-05-23
2024,수원시,영동,42,8,34,0,21,12,9,16,26,1.62,,2025-05-23
2024,수원시,영통동,5106,304,4797,5,2788,1958,360,100,4094,1.25,,2025-05-23
2024,수원시,영화동,1805,145,1659,1,1154,486,165,68,1321,1.37,,2025-05-23
2024,수원시,오목천동,1718,94,1624,0,987,589,142,71,1260,1.36,,2025-05-23
2024,수원시,우만동,2947,234,2713,0,1637,1094,216,81,2191,1.34,,2025-05-23
2024,수원시,원천동,2543,121,2422,0,1310,1040,193,81,1886,1.35,,2025-05-23
2024,수원시,율전동,1734,125,1608,1,1019,559,156,69,1356,1.28,,2025-05-23
2024,수원시,이목동,470,18,452,0,270,177,23,51,345,1.36,,2025-05-23
2024,수원시,이의동,3726,166,3559,1,1978,1533,215,88,2694,1.38,,2025-05-23
2024,수원시,인계동,4613,208,4396,9,2693,1644,276,87,3278,1.41,,2025-05-23
2024,수원시,입북동,510,32,477,1,247,217,46,47,387,1.32,,2025-05-23
2024,수원시,장안동,94,8,86,0,59,26,9,26,68,1.38,,2025-05-23
2024,수원시,장지동,19,3,16,0,13,6,0,8,14,1.36,,2025-05-23
2024,수원시,정자동,6054,338,5708,8,3788,1910,356,95,4686,1.29,,2025-05-23
2024,수원시,조원동,3814,277,3533,4,2334,1178,302,75,2875,1.33,,2025-05-23
2024,수원시,중동,59,3,56,0,36,22,1,16,42,1.4,,2025-05-23
2024,수원시,지동,1259,74,1180,5,872,327,60,70,855,1.47,,2025-05-23
2024,수원시,천천동,1722,91,1627,4,1078,539,105,66,1397,1.23,,2025-05-23
2024,수원시,탑동,1972,164,1801,7,1154,650,168,73,1403,1.41,,2025-05-23
2024,수원시,파장동,1562,86,1475,1,949,504,109,66,1170,1.34,,2025-05-23
2024,수원시,팔달로1가,31,0,29,2,22,8,1,12,22,1.41,,2025-05-23
2024,수원시,팔달로2가,54,0,54,0,35,18,1,17,31,1.74,,2025-05-23
2024,수원시,팔달로3가,43,5,38,0,22,15,6,17,30,1.43,,2025-05-23
2024,수원시,평동,189,13,176,0,115,62,12,30,141,1.34,,2025-05-23
2024,수원시,평리동,4,0,4,0,3,1,0,2,4,1,,2025-05-23
2024,수원시,하광교동,53,9,44,0,35,17,1,19,22,2.41,,2025-05-23
2024,수원시,하동,2153,97,2055,1,1053,952,148,74,1525,1.41,,2025-05-23
2024,수원시,호매실동,3001,178,2822,1,1574,1190,237,72,2251,1.33,,2025-05-23
2024,수원시,화서동,3640,231,3391,18,2113,1226,301,82,2780,1.31,,2025-05-23
2024,안산시,건건동,151,738,0,479,479,286,124,53,671,1.32,,2025-05-27
2024,안산시,고잔동,1020,6212,2,3718,3718,2566,950,93,5572,1.3,,2025-05-27
2024,안산시,대부남동,95,188,0,123,123,98,62,41,170,1.66,,2025-05-27
2024,안산시,대부동동,55,172,0,117,117,72,38,37,129,1.76,,2025-05-27
2024,안산시,대부북동,54,229,0,140,140,102,41,36,176,1.61,,2025-05-27
2024,안산시,목내동,0,7,0,3,3,4,0,5,6,1.17,,2025-05-27
2024,안산시,본오동,1074,6203,4,3527,3527,2575,1179,107,5269,1.38,,2025-05-27
2024,안산시,부곡동,577,2383,2,1460,1460,1022,480,83,2074,1.43,,2025-05-27
2024,안산시,사동,1326,6409,0,3630,3630,2842,1263,109,5843,1.32,,2025-05-27
2024,안산시,사사동,47,137,0,79,79,63,42,25,127,1.45,,2025-05-27
2024,안산시,선감동,19,37,0,30,30,15,11,17,30,1.87,,2025-05-27
2024,안산시,선부동,729,4660,1,2944,2944,1839,607,93,4012,1.34,,2025-05-27
2024,안산시,성곡동,2,64,0,31,31,34,1,20,40,1.65,,2025-05-27
2024,안산시,성포동,326,1549,3,1043,1043,588,247,70,1450,1.3,,2025-05-27
2024,안산시,수암동,67,432,0,254,254,176,69,47,362,1.38,,2025-05-27
2024,안산시,신길동,246,1474,1,912,912,618,191,75,1275,1.35,,2025-05-27
2024,안산시,양상동,7,39,0,23,23,16,7,18,27,1.7,,2025-05-27
2024,안산시,와동,551,3628,2,2402,2402,1246,533,87,2938,1.42,,2025-05-27
2024,안산시,원곡동,237,2114,0,1472,1472,677,202,76,1860,1.26,,2025-05-27
2024,안산시,원시동,8,44,0,21,21,21,10,20,32,1.63,,2025-05-27
2024,안산시,월피동,513,2456,0,1532,1532,999,438,87,2184,1.36,,2025-05-27
2024,안산시,이동,329,1632,0,970,970,699,292,73,1422,1.38,,2025-05-27
2024,안산시,일동,457,2284,2,1314,1314,1024,405,79,1938,1.42,,2025-05-27
2024,안산시,장상동,28,225,0,135,135,95,23,36,176,1.43,,2025-05-27
2024,안산시,장하동,3,20,0,13,13,8,2,11,14,1.64,,2025-05-27
2024,안산시,초지동,463,3031,1,1779,1779,1137,579,80,2655,1.32,,2025-05-27
2024,안산시,팔곡이동,65,296,0,182,182,113,66,43,229,1.58,,2025-05-27
2024,안산시,팔곡일동,46,132,0,92,92,44,42,32,111,1.6,,2025-05-27
2024,안산시,풍도동,2,4,0,0,0,4,2,4,4,1.5,,2025-05-27
2024,안산시,화정동,3,34,0,23,23,10,4,16,27,1.37,,2025-05-27
2024,안양시,관양동,281,6,275,0,144,137,0,39,251,1.12,,2025-05-19
2024,안양시,박달동,147,2,145,0,51,96,0,24,126,1.17,,2025-05-19
2024,안양시,비산동,253,3,250,0,117,136,0,37,223,1.13,,2025-05-19
2024,안양시,석수동,210,7,203,0,104,106,0,31,185,1.14,,2025-05-19
2024,안양시,안양동,567,7,560,0,253,314,0,44,503,1.13,,2025-05-19
2024,안양시,평촌동,159,5,154,0,80,79,0,25,138,1.15,,2025-05-19
2024,안양시,호계동,296,3,293,0,121,175,0,34,270,1.1,,2025-05-19
2024,여주시,가남읍,38,0,38,0,17,21,0,16,33,1.15,,2025-07-16
2024,여주시,강천면,4,4,16,0,8,12,0,7,16,1.25,,2025-07-16
2024,여주시,교동,48,0,48,0,20,28,0,13,44,1.09,,2025-07-16
2024,여주시,금사면,20,0,7,0,4,3,0,4,6,1.17,,2025-07-16
2024,여주시,능서면,7,0,2,0,0,2,0,2,2,1,,2025-07-16
2024,여주시,능현동,2,0,1,0,1,0,0,1,1,1,,2025-07-16
2024,여주시,단현동,1,2,26,0,21,7,0,6,23,1.22,,2025-07-16
2024,여주시,대신면,28,0,1,0,0,1,0,1,1,1,,2025-07-16
2024,여주시,매룡동,1,0,6,0,2,4,0,4,6,1,,2025-07-16
2024,여주시,멱곡동,6,1,24,0,15,10,0,10,20,1.25,,2025-07-16
2024,여주시,북내면,25,0,5,0,4,1,0,4,5,1,,2025-07-16
2024,여주시,산북면,5,0,4,0,3,1,0,2,3,1.33,,2025-07-16
2024,여주시,삼교동,4,0,1,0,1,0,0,1,1,1,,2025-07-16
2024,여주시,상동,9,1,8,0,7,2,0,5,8,1.13,,2025-07-16
2024,여주시,세종대왕면,18,12,387,0,202,197,0,40,347,1.15,,2025-07-16
2024,여주시,신진동,1,0,4,0,1,3,0,2,2,2,,2025-07-16
2024,여주시,연라동,4,0,5,0,4,1,0,5,3,1.67,,2025-07-16
2024,여주시,연양동,5,0,1,0,1,0,0,1,1,1,,2025-07-16
2024,여주시,오금동,1,0,28,0,13,15,0,12,23,1.22,,2025-07-16
2024,여주시,오학동,28,0,4,0,3,1,0,4,3,1.33,,2025-07-16
2024,여주시,우만동,4,0,10,0,3,7,0,8,9,1.11,,2025-07-16
2024,여주시,월송동,10,0,17,0,8,9,0,10,16,1.06,,2025-07-16
2024,여주시,점동면,17,0,10,0,5,5,0,6,10,1,,2025-07-16
2024,여주시,점봉동,10,3,18,0,10,11,0,8,18,1.17,,2025-07-16
2024,여주시,창동,10,0,10,0,4,6,0,9,10,1,,2025-07-16
2024,여주시,천송동,21,0,4,0,4,0,0,3,3,1.33,,2025-07-16
2024,여주시,하거동,4,0,26,0,10,16,0,11,21,1.24,,2025-07-16
2024,여주시,하동,7,0,7,0,2,5,0,4,7,1,,2025-07-16
2024,여주시,현암동,26,0,18,0,11,7,0,10,17,1.06,,2025-07-16
2024,여주시,홍문동,18,0,17,0,7,10,0,7,14,1.21,,2025-07-16
2024,여주시,흥천면,17,0,18,0,10,8,0,10,17,1.06,,2025-07-16
2024,연천군,군남면,200,12,188,0,130,63,7,35,126,1.59,0,2024-03-06
2024,연천군,미산면,307,27,280,0,245,53,9,32,81,3.79,0,2024-03-06
2024,연천군,백학면,139,7,132,0,78,53,8,32,93,1.49,0,2024-03-06
2024,연천군,신서면,148,14,134,0,93,49,6,25,96,1.54,0,2024-03-06
2024,연천군,연천읍,381,14,367,0,212,157,12,46,247,1.54,0,2024-03-06
2024,연천군,왕징면,42,2,40,0,39,3,0,11,26,1.62,0,2024-03-06
2024,연천군,장남면,52,7,45,0,32,20,0,13,34,1.53,0,2024-03-06
2024,연천군,전곡읍,1208,66,1142,0,625,543,40,77,863,1.4,0,2024-03-06
2024,연천군,중면,14,0,14,0,7,6,1,8,8,1.75,0,2024-03-06
2024,연천군,청산면,341,28,313,0,146,178,17,41,209,1.63,0,2024-03-06
2024,이천시,갈산동,819,56,763,0,450,301,68,56,594,1.38,0,2025-11-07
2024,이천시,고담동,133,11,122,0,59,64,10,33,92,1.45,0,2025-11-07
2024,이천시,관고동,491,29,461,1,243,212,36,47,366,1.34,1,2025-11-07
2024,이천시,단월동,52,10,42,0,29,16,7,14,35,1.49,0,2025-11-07
2024,이천시,대월면,964,76,888,0,476,397,91,60,666,1.45,0,2025-11-07
2024,이천시,대포동,101,6,95,0,63,30,8,22,42,2.4,0,2025-11-07
2024,이천시,마장면,1161,104,1056,1,622,427,112,72,807,1.44,2,2025-11-07
2024,이천시,모가면,361,28,333,0,232,104,25,47,177,2.04,0,2025-11-07
2024,이천시,백사면,1106,95,1011,0,551,455,100,71,723,1.53,0,2025-11-07
2024,이천시,부발읍,2501,165,2336,0,1286,1033,182,73,1803,1.39,1,2025-11-07
2024,이천시,사음동,328,16,312,0,173,132,23,43,228,1.44,0,2025-11-07
2024,이천시,설성면,382,140,242,0,161,77,144,59,162,2.36,0,2025-11-07
2024,이천시,송정동,949,50,899,0,492,393,64,67,715,1.33,0,2025-11-07
2024,이천시,신둔면,1405,123,1282,0,775,511,119,79,874,1.61,0,2025-11-07
2024,이천시,안흥동,567,39,528,0,296,225,46,49,413,1.37,0,2025-11-07
2024,이천시,율면,189,15,174,0,115,61,13,35,96,1.97,0,2025-11-07
2024,이천시,율현동,27,2,25,0,15,11,1,10,21,1.29,0,2025-11-07
2024,이천시,장록동,55,7,48,0,24,24,7,22,33,1.67,0,2025-11-07
2024,이천시,장호원읍,890,113,777,0,463,308,119,61,554,1.61,1,2025-11-07
2024,이천시,중리동,563,37,526,0,293,221,49,52,419,1.34,1,2025-11-07
2024,이천시,증일동,105,1,104,0,50,53,2,24,80,1.31,0,2025-11-07
2024,이천시,증포동,1187,52,1135,0,576,538,73,58,922,1.29,2,2025-11-07
2024,이천시,진리동,43,2,41,0,23,18,2,14,29,1.48,3,2025-11-07
2024,이천시,창전동,1344,48,1296,0,733,538,73,64,1015,1.32,4,2025-11-07
2024,이천시,호법면,405,35,370,0,195,175,35,54,258,1.57,0,2025-11-07
2024,파주시,검산동,12,0,12,0,3,9,0,4,9,1.33,,2025-05-20
2024,파주시,광탄면,7,1,6,0,5,2,0,6,7,1,1,2025-05-20
2024,파주시,교하동,2,0,2,0,2,0,0,2,2,1,,2025-05-20
2024,파주시,군내면,1,0,1,0,0,1,0,1,1,1,,2025-05-20
2024,파주시,금릉동,2,0,2,0,0,2,0,2,2,1,,2025-05-20
2024,파주시,금촌동,38,0,38,0,14,24,0,14,33,1.15,7,2025-05-20
2024,파주시,다율동,22,0,22,0,7,15,0,8,21,1.05,1,2025-05-20
2024,파주시,당하동,5,0,5,0,3,2,0,3,4,1.25,,2025-05-20
2024,파주시,동패동,66,1,65,0,27,39,0,20,64,1.03,6,2025-05-20
2024,파주시,목동동,66,0,66,0,25,41,0,18,64,1.03,6,2025-05-20
2024,파주시,문발동,9,0,9,0,4,5,0,6,8,1.13,,2025-05-20
2024,파주시,문산읍,51,0,51,0,16,35,0,10,47,1.09,3,2025-05-20
2024,파주시,법원읍,7,1,6,0,4,3,0,5,6,1.17,2,2025-05-20
2024,파주시,산남동,2,1,1,0,1,1,0,2,2,1,,2025-05-20
2024,파주시,상지석동,15,2,13,0,10,5,0,8,9,1.67,1,2025-05-20
2024,파주시,송촌동,1,0,1,0,1,0,0,1,1,1,,2025-05-20
2024,파주시,신촌동,3,0,3,0,2,1,0,2,2,1.5,,2025-05-20
2024,파주시,아동동,10,1,9,0,7,3,0,5,10,1,,2025-05-20
2024,파주시,야당동,52,0,52,0,22,30,0,21,44,1.18,,2025-05-20
2024,파주시,야동동,4,0,4,0,3,1,0,4,4,1,,2025-05-20
2024,파주시,오도동,1,0,1,0,1,0,0,1,1,1,,2025-05-20
2024,파주시,와동동,37,2,35,0,12,25,0,14,36,1.03,1,2025-05-20
2024,파주시,월롱면,2,0,2,0,1,1,0,2,2,1,1,2025-05-20
2024,파주시,적성면,3,0,3,0,1,2,0,3,3,1,,2025-05-20
2024,파주시,조리읍,23,1,22,0,11,12,0,8,23,1,2,2025-05-20
2024,파주시,탄현면,18,0,18,0,11,7,0,7,17,1.06,,2025-05-20
2024,파주시,파주읍,10,0,10,0,1,9,0,4,8,1.25,,2025-05-20
2024,파주시,파평면,13,1,12,0,11,2,0,3,4,3.25,,2025-05-20
2024,파주시,하지석동,2,1,1,0,1,1,0,2,2,1,,2025-05-20
2024,평택시,가재동,18,0,18,0,7,11,0,10,16,1.13,,2025-02-28
2024,평택시,고덕동,394,9,385,0,159,235,0,38,346,1.14,3,2025-02-28
2024,평택시,고덕면,104,0,104,0,49,55,0,24,91,1.14,,2025-02-28
2024,평택시,군문동,28,0,28,0,13,15,0,12,21,1.33,,2025-02-28
2024,평택시,도일동,1,0,1,0,1,0,0,1,1,1,,2025-02-28
2024,평택시,독곡동,44,1,43,0,20,24,0,15,36,1.22,,2025-02-28
2024,평택시,동삭동,316,1,315,0,146,170,0,38,261,1.21,2,2025-02-28
2024,평택시,모곡동,3,0,3,0,1,2,0,2,3,1,,2025-02-28
2024,평택시,비전동,354,9,345,0,159,195,0,39,307,1.15,6,2025-02-28
2024,평택시,서정동,241,2,239,0,106,135,0,35,191,1.26,1,2025-02-28
2024,평택시,서탄면,29,1,28,0,19,10,0,15,27,1.07,,2025-02-28
2024,평택시,세교동,158,2,156,0,67,91,0,24,138,1.14,,2025-02-28
2024,평택시,소사동,85,1,84,0,45,40,0,25,76,1.12,,2025-02-28
2024,평택시,신대동,11,0,11,0,3,8,0,7,8,1.38,,2025-02-28
