기준년도,시군명,읍면동명,등록동물수(마리),시군구등록수,대행업체등록수,기타등록수,RFID내장치형수,RFID외부장치형수,RFID인지형수,동물품종수,동물소유자수,소유자등록동물수값,등록대행업체수,데이터기준일자
2023,고양시,지영동,62,0,62,0,41,19,2,22,44,1.41,,2023-09-09
2023,고양시,지축동,649,16,632,1,369,249,31,50,460,1.41,,2023-09-09
2023,고양시,탄현동,3950,34,3916,0,2446,1217,287,93,3067,1.29,,2023-09-09
2023,고양시,토당동,2824,56,2768,0,2124,610,90,89,1723,1.64,,2023-09-09
2023,고양시,풍동,2954,29,2924,1,1862,896,196,83,2268,1.3,,2023-09-09
2023,고양시,합계,80945,915,79999,31,49451,27119,4375,175,59256,1.37,,2023-09-09
2023,고양시,행신동,6193,57,6133,3,4006,1895,292,96,4948,1.25,,2023-09-09
2023,고양시,행주내동,87,4,83,0,56,25,6,25,65,1.34,,2023-09-09
2023,고양시,행주외동,55,0,55,0,31,12,12,17,35,1.57,,2023-09-09
2023,고양시,향동동,813,5,808,0,418,354,41,52,608,1.34,,2023-09-09
2023,고양시,현천동,129,6,123,0,59,51,19,40,72,1.79,,2023-09-09
2023,고양시,화전동,256,4,252,0,134,101,21,35,164,1.56,,2023-09-09
2023,고양시,화정동,4605,47,4555,3,2952,1473,180,96,3666,1.26,,2023-09-09
2023,고양시,효자동,38,5,33,0,27,10,1,18,24,1.58,,2023-09-09
2023,과천시,갈현동,192,123,0,69,58,1,21,109,128,1.17,,2025-09-05
2023,과천시,과천동,288,178,0,110,64,7,33,125,181,1.45,1,2025-09-05
2023,과천시,관문동,2,2,0,0,2,0,2,2,2,1,,2025-09-05
2023,과천시,막계동,8,4,0,4,0,0,3,3,4,1.33,,2025-09-05
2023,과천시,문원동,236,145,0,91,56,5,33,129,152,1.18,,2025-09-05
2023,과천시,별양동,462,289,0,173,110,11,34,261,294,1.13,3,2025-09-05
2023,과천시,부림동,352,214,0,138,74,4,34,187,216,1.16,1,2025-09-05
2023,과천시,원문동,375,223,0,152,78,3,36,207,233,1.13,2,2025-09-05
2023,과천시,주암동,125,83,0,42,39,4,25,66,85,1.29,,2025-09-05
2023,과천시,중앙동,442,255,0,187,65,12,39,187,264,1.41,,2025-09-05
2023,광주시,경안동,122,4,118,0,71,51,0,25,102,1.2,4,2025-07-21
2023,광주시,고산동,16,0,16,0,9,7,0,9,15,1.07,1,2025-07-21
2023,광주시,곤지암읍,203,4,199,0,126,77,0,40,160,1.27,4,2025-07-21
2023,광주시,남종면,19,1,18,0,16,3,0,11,16,1.19,0,2025-07-21
2023,광주시,남한산성면,22,0,22,0,17,5,0,11,15,1.47,0,2025-07-21
2023,광주시,능평동,66,1,65,0,29,37,0,18,58,1.14,1,2025-07-21
2023,광주시,도척면,98,7,91,0,56,42,0,24,78,1.26,0,2025-07-21
2023,광주시,매산동,18,0,18,0,6,12,0,8,15,1.2,0,2025-07-21
2023,광주시,목동,9,0,9,0,6,3,0,5,9,1,0,2025-07-21
2023,광주시,목현동,98,0,98,0,54,44,0,23,81,1.21,0,2025-07-21
2023,광주시,문형동,29,0,29,0,17,12,0,12,27,1.07,0,2025-07-21
2023,광주시,삼동,59,1,58,0,31,28,0,12,54,1.09,0,2025-07-21
2023,광주시,송정동,136,2,134,0,78,58,0,23,121,1.12,4,2025-07-21
2023,광주시,신현동,94,0,94,0,41,53,0,21,82,1.15,4,2025-07-21
2023,광주시,쌍령동,121,3,118,0,70,51,0,27,105,1.15,2,2025-07-21
2023,광주시,양벌동,81,5,76,0,51,30,0,22,65,1.25,1,2025-07-21
2023,광주시,역동,89,0,89,0,41,48,0,20,75,1.19,1,2025-07-21
2023,광주시,오포읍,619,6,613,0,326,293,0,57,542,1.14,0,2025-07-21
2023,광주시,장지동,111,2,109,0,66,45,0,22,98,1.13,1,2025-07-21
2023,광주시,중대동,22,0,22,0,14,8,0,10,20,1.1,2,2025-07-21
2023,광주시,중부면,571,13,558,0,422,149,0,56,288,1.98,0,2025-07-21
2023,광주시,직동,8,0,8,0,6,2,0,5,8,1,0,2025-07-21
2023,광주시,초월읍,11,0,11,0,6,5,0,6,11,1,1,2025-07-21
2023,광주시,탄벌동,119,0,119,0,70,49,0,24,104,1.14,1,2025-07-21
2023,광주시,태전동,237,1,236,0,104,133,0,31,216,1.1,2,2025-07-21
2023,광주시,퇴촌면,183,3,180,0,103,80,0,28,136,1.35,3,2025-07-21
2023,광주시,회덕동,95,1,94,0,54,41,0,17,80,1.19,0,2025-07-21
2023,부천시,계수동,21,0,21,0,9,12,0,10,21,1,0,2025-05-26
2023,부천시,계수동,3,0,3,0,0,3,0,1,3,1,0,2025-05-26
2023,부천시,고강동,207,2,205,0,112,95,0,33,186,1.11,2,2025-05-26
2023,부천시,고강동,28,1,27,0,9,19,0,10,23,1.22,2,2025-05-26
2023,부천시,괴안동,143,2,141,0,67,76,0,24,129,1.11,3,2025-05-26
2023,부천시,괴안동,27,0,27,0,16,11,0,10,22,1.23,3,2025-05-26
2023,부천시,내동,8,0,8,0,6,2,0,6,8,1,0,2025-05-26
2023,부천시,내동,42,0,42,0,23,19,0,11,39,1.08,0,2025-05-26
2023,부천시,대장동,1,0,1,0,1,0,0,1,1,1,0,2025-05-26
2023,부천시,도당동,17,1,16,0,6,11,0,6,13,1.31,1,2025-05-26
2023,부천시,도당동,119,5,114,0,57,62,0,22,94,1.27,1,2025-05-26
2023,부천시,범박동,61,2,59,0,26,35,0,17,57,1.07,1,2025-05-26
2023,부천시,범박동,5,0,5,0,2,3,0,5,5,1,1,2025-05-26
2023,부천시,삼정동,46,1,45,0,21,25,0,14,39,1.18,1,2025-05-26
2023,부천시,삼정동,6,0,6,0,3,3,0,4,6,1,1,2025-05-26
2023,부천시,상동,53,1,52,0,32,21,0,19,42,1.26,0,2025-05-26
2023,부천시,상동,337,7,330,0,161,176,0,39,307,1.1,17,2025-05-26
2023,부천시,소사동,26,0,26,0,16,10,0,9,23,1.13,1,2025-05-26
2023,부천시,소사동,4,0,4,0,3,1,0,3,3,1.33,1,2025-05-26
2023,부천시,소사본동,48,1,47,0,18,30,0,19,39,1.23,2,2025-05-26
2023,부천시,소사본동,268,1,267,0,114,154,0,38,240,1.12,2,2025-05-26
2023,부천시,송내동,194,3,191,0,113,81,0,30,171,1.13,5,2025-05-26
2023,부천시,송내동,25,2,23,0,18,7,0,8,17,1.47,5,2025-05-26
2023,부천시,심곡동,49,1,48,0,19,30,0,14,41,1.2,0,2025-05-26
2023,부천시,심곡동,295,3,292,0,131,164,0,37,259,1.14,4,2025-05-26
2023,부천시,심곡본동,30,0,30,0,12,18,0,11,24,1.25,2,2025-05-26
2023,부천시,심곡본동,179,4,175,0,82,97,0,28,156,1.15,2,2025-05-26
2023,부천시,약대동,72,3,69,0,39,33,0,20,66,1.09,0,2025-05-26
2023,부천시,약대동,10,0,10,0,7,3,0,4,9,1.11,0,2025-05-26
2023,부천시,여월동,13,0,13,0,9,4,0,6,10,1.3,1,2025-05-26
2023,부천시,여월동,95,0,95,0,41,54,0,21,80,1.19,1,2025-05-26
2023,부천시,역곡동,136,1,135,0,72,64,0,26,117,1.16,2,2025-05-26
2023,부천시,역곡동,24,1,23,0,12,12,0,9,21,1.14,0,2025-05-26
2023,부천시,오정동,10,0,10,0,3,7,0,4,5,2,0,2025-05-26
2023,부천시,오정동,120,1,119,0,57,63,0,21,108,1.11,0,2025-05-26
2023,부천시,옥길동,11,0,11,0,5,6,0,7,10,1.1,2,2025-05-26
2023,부천시,옥길동,113,3,110,0,51,62,0,23,107,1.06,2,2025-05-26
2023,부천시,원미동,159,2,157,0,70,89,0,22,144,1.1,2,2025-05-26
2023,부천시,원미동,29,0,29,0,13,16,0,16,21,1.38,0,2025-05-26
2023,부천시,원종동,39,0,39,0,18,21,0,10,33,1.18,6,2025-05-26
2023,부천시,원종동,259,4,255,0,129,130,0,32,226,1.15,6,2025-05-26
2023,부천시,작동,42,2,40,0,25,17,0,15,39,1.08,0,2025-05-26
2023,부천시,작동,6,0,6,0,2,4,0,5,4,1.5,0,2025-05-26
2023,부천시,중동,77,1,76,0,34,43,0,16,64,1.2,0,2025-05-26
2023,부천시,중동,643,5,638,0,294,349,0,44,573,1.12,27,2025-05-26
2023,부천시,춘의동,15,0,15,0,7,8,0,6,11,1.36,0,2025-05-26
2023,부천시,춘의동,45,1,44,0,25,20,0,12,44,1.02,1,2025-05-26
2023,성남시,고등동,25,0,25,0,14,11,0,13,23,1.09,0,2023-09-05
2023,성남시,구미동,77,0,77,0,40,37,0,23,69,1.12,8,2023-09-05
2023,성남시,궁내동,5,0,5,0,5,0,0,3,4,1.25,0,2023-09-05
2023,성남시,금곡동,66,1,65,0,33,33,0,18,61,1.08,5,2023-09-05
2023,성남시,금광동,87,1,86,0,31,56,0,20,79,1.1,4,2023-09-05
2023,성남시,금토동,1,0,1,0,0,1,0,1,1,1,0,2023-09-05
2023,성남시,단대동,38,0,38,0,17,21,0,17,35,1.09,1,2023-09-05
2023,성남시,대장동,32,1,31,0,16,16,0,12,31,1.03,1,2023-09-05
2023,성남시,도촌동,46,1,45,0,21,25,0,13,42,1.1,1,2023-09-05
2023,성남시,동원동,2,0,2,0,2,0,0,2,1,2,0,2023-09-05
2023,성남시,백현동,89,2,87,0,43,46,0,22,81,1.1,4,2023-09-05
2023,성남시,복정동,24,0,24,0,13,11,0,15,23,1.04,2,2023-09-05
2023,성남시,분당동,73,2,71,0,35,38,0,20,63,1.16,1,2023-09-05
2023,성남시,사송동,3,0,3,0,2,1,0,3,3,1,0,2023-09-05
2023,성남시,산성동,18,1,17,0,7,11,0,7,16,1.13,0,2023-09-05
2023,성남시,삼평동,51,0,51,0,28,23,0,18,47,1.09,4,2023-09-05
2023,성남시,상대원동,104,0,104,0,52,52,0,20,95,1.09,3,2023-09-05
2023,성남시,상적동,2,0,2,0,1,1,0,1,2,1,0,2023-09-05
2023,성남시,서현동,143,2,141,0,66,77,0,27,128,1.12,9,2023-09-05
2023,성남시,성남동,102,2,100,0,48,54,0,26,94,1.09,5,2023-09-05
2023,성남시,수내동,122,2,120,0,56,66,0,26,112,1.09,5,2023-09-05
2023,성남시,수진동,101,0,101,0,49,52,0,23,69,1.46,3,2023-09-05
2023,성남시,시흥동,12,0,12,0,3,9,0,7,10,1.2,1,2023-09-05
2023,성남시,신흥동,130,2,128,0,67,63,0,24,117,1.11,7,2023-09-05
2023,성남시,심곡동,1,0,1,0,0,1,0,1,1,1,0,2023-09-05
2023,성남시,야탑동,124,5,119,0,57,67,0,24,108,1.15,8,2023-09-05
2023,성남시,양지동,26,0,26,0,13,13,0,11,24,1.08,0,2023-09-05
2023,성남시,여수동,17,0,17,0,9,8,0,12,15,1.13,2,2023-09-05
2023,성남시,오야동,1,0,1,0,0,1,0,1,1,1,0,2023-09-05
2023,성남시,운중동,81,8,73,0,44,37,0,19,62,1.31,5,2023-09-05
2023,성남시,율동,7,0,7,0,2,5,0,5,6,1.17,0,2023-09-05
2023,성남시,은행동,91,1,90,0,25,66,0,16,82,1.11,2,2023-09-05
2023,성남시,이매동,72,1,71,0,34,38,0,19,66,1.09,4,2023-09-05
2023,성남시,정자동,272,8,264,0,134,138,0,39,233,1.17,20,2023-09-05
2023,성남시,중앙동,40,0,40,0,21,19,0,15,37,1.08,1,2023-09-05
2023,성남시,창곡동,149,2,147,0,70,79,0,22,138,1.08,10,2023-09-05
2023,성남시,태평동,164,5,159,0,83,81,0,31,153,1.07,3,2023-09-05
2023,성남시,판교동,67,0,67,0,49,18,0,16,42,1.6,6,2023-09-05
2023,성남시,하대원동,43,0,43,0,22,21,0,14,39,1.1,2,2023-09-05
2023,성남시,하산운동,0,0,0,0,0,0,0,0,0,0,0,2023-09-05
2023,수원시,고등동,1286,49,1219,18,827,384,75,67,935,1.37,,2025-05-23
2023,수원시,고색동,1258,103,1154,1,800,381,77,67,919,1.37,,2025-05-23
2023,수원시,곡반정동,2080,120,1960,0,1085,846,149,77,1468,1.42,,2025-05-23
2023,수원시,교동,218,14,202,2,145,58,15,36,146,1.49,,2025-05-23
2023,수원시,구운동,1899,179,1716,4,1094,643,162,72,1432,1.33,,2025-05-23
2023,수원시,구천동,113,3,110,0,59,40,14,23,85,1.33,,2025-05-23
2023,수원시,권선동,6526,433,6086,7,3532,2428,566,102,4857,1.34,,2025-05-23
2023,수원시,금곡동,3178,245,2928,5,1628,1230,320,80,2366,1.34,,2025-05-23
2023,수원시,남수동,107,8,99,0,62,33,12,30,75,1.43,,2025-05-23
2023,수원시,남창동,109,8,101,0,71,27,11,31,75,1.45,,2025-05-23
2023,수원시,당수동,637,55,582,0,354,224,59,46,493,1.29,,2025-05-23
2023,수원시,망포동,3140,162,2977,1,1733,1164,243,83,2495,1.26,,2025-05-23
2023,수원시,매교동,624,37,580,7,377,199,48,52,448,1.39,,2025-05-23
2023,수원시,매산로1가,179,15,163,1,98,58,23,31,119,1.5,,2025-05-23
2023,수원시,매산로2가,430,27,399,4,270,127,33,41,323,1.33,,2025-05-23
2023,수원시,매산로3가,295,15,269,11,183,88,24,44,207,1.43,,2025-05-23
2023,수원시,매탄동,6187,440,5736,11,3547,2214,426,100,4823,1.28,,2025-05-23
2023,수원시,매향동,111,8,103,0,66,38,7,21,76,1.46,,2025-05-23
2023,수원시,북수동,162,15,147,0,99,47,16,39,105,1.53,,2025-05-23
2023,수원시,상광교동,17,1,16,0,7,10,0,9,9,1.89,,2025-05-23
2023,수원시,서둔동,1430,130,1299,1,795,488,147,67,989,1.45,,2025-05-23
2023,수원시,세류동,4651,317,4324,10,2747,1563,341,102,3343,1.39,,2025-05-23
2023,수원시,송죽동,1701,104,1596,1,1063,511,127,71,1276,1.33,,2025-05-23
2023,수원시,신동,408,18,389,1,227,141,40,43,299,1.36,,2025-05-23
2023,수원시,신풍동,160,19,139,2,96,43,21,33,111,1.44,,2025-05-23
2023,수원시,연무동,1449,92,1355,2,975,382,92,73,1030,1.41,,2025-05-23
2023,수원시,영동,42,8,34,0,21,12,9,16,26,1.62,,2025-05-23
2023,수원시,영통동,4861,298,4558,5,2663,1838,360,93,3917,1.24,,2025-05-23
2023,수원시,영화동,1723,140,1582,1,1119,439,165,67,1269,1.36,,2025-05-23
2023,수원시,오목천동,1617,92,1525,0,944,531,142,69,1190,1.36,,2025-05-23
2023,수원시,우만동,2767,232,2535,0,1559,992,216,79,2083,1.33,,2025-05-23
2023,수원시,원천동,2286,112,2174,0,1174,919,193,73,1736,1.32,,2025-05-23
2023,수원시,율전동,1635,121,1513,1,971,508,156,68,1288,1.27,,2025-05-23
2023,수원시,이목동,449,17,432,0,262,164,23,50,327,1.37,,2025-05-23
2023,수원시,이의동,3362,159,3202,1,1743,1404,215,85,2536,1.33,,2025-05-23
2023,수원시,인계동,4255,204,4042,9,2552,1427,276,86,3061,1.39,,2025-05-23
2023,수원시,입북동,488,31,456,1,239,203,46,45,370,1.32,,2025-05-23
2023,수원시,장안동,90,8,82,0,57,24,9,26,67,1.34,,2025-05-23
2023,수원시,장지동,18,3,15,0,12,6,0,7,14,1.29,,2025-05-23
2023,수원시,정자동,5717,323,5386,8,3643,1718,356,93,4440,1.29,,2025-05-23
2023,수원시,조원동,3621,273,3344,4,2242,1077,302,73,2744,1.32,,2025-05-23
2023,수원시,중동,48,3,45,0,32,15,1,15,35,1.37,,2025-05-23
2023,수원시,지동,1201,72,1124,5,836,305,60,66,820,1.46,,2025-05-23
2023,수원시,천천동,1626,88,1534,4,1034,487,105,65,1328,1.22,,2025-05-23
2023,수원시,탑동,1868,163,1698,7,1106,594,168,70,1340,1.39,,2025-05-23
2023,수원시,파장동,1486,85,1400,1,919,458,109,64,1126,1.32,,2025-05-23
2023,수원시,팔달로1가,29,0,27,2,21,7,1,12,20,1.45,,2025-05-23
2023,수원시,팔달로2가,49,0,49,0,33,15,1,17,29,1.69,,2025-05-23
2023,수원시,팔달로3가,41,5,36,0,21,14,6,17,29,1.41,,2025-05-23
2023,수원시,평동,182,13,169,0,112,58,12,30,137,1.33,,2025-05-23
2023,수원시,평리동,4,0,4,0,3,1,0,2,4,1,,2025-05-23
2023,수원시,하광교동,51,9,42,0,35,15,1,18,21,2.43,,2025-05-23
2023,수원시,하동,2014,96,1917,1,989,877,148,73,1439,1.4,,2025-05-23
2023,수원시,호매실동,2791,176,2614,1,1495,1059,237,71,2099,1.33,,2025-05-23
2023,수원시,화서동,3442,227,3197,18,2035,1106,301,81,2639,1.3,,2025-05-23
2023,안양시,관양동,307,5,302,0,160,147,0,37,277,1.11,,2025-05-19
2023,안양시,박달동,168,4,164,0,66,102,0,27,155,1.08,,2025-05-19
2023,안양시,비산동,279,7,272,0,123,156,0,33,255,1.09,,2025-05-19
2023,안양시,석수동,236,3,233,0,100,136,0,31,207,1.14,,2025-05-19
2023,안양시,안양동,683,11,672,0,279,404,0,48,596,1.15,,2025-05-19
2023,안양시,평촌동,148,2,146,0,63,85,0,20,138,1.07,,2025-05-19
2023,안양시,호계동,375,4,371,0,177,198,0,36,330,1.14,,2025-05-19
2023,여주시,가남읍,80,2,78,0,42,38,0,20,73,1.1,,2025-07-16
2023,여주시,강천면,38,2,36,0,24,14,0,18,30,1.27,,2025-07-16
2023,여주시,교동,69,2,67,0,39,30,0,19,63,1.1,,2025-07-16
2023,여주시,금사면,25,5,20,0,11,14,0,8,18,1.39,,2025-07-16
2023,여주시,능서면,4,0,4,0,1,3,0,3,3,1.33,,2025-07-16
2023,여주시,능현동,8,0,8,0,5,3,0,6,7,1.14,,2025-07-16
2023,여주시,단현동,44,9,35,0,26,18,0,19,33,1.33,,2025-07-16
2023,여주시,대신면,5,0,5,0,2,3,0,4,4,1.25,,2025-07-16
2023,여주시,매룡동,16,0,16,0,9,7,0,6,12,1.33,,2025-07-16
2023,여주시,멱곡동,35,5,30,0,18,17,0,9,25,1.4,,2025-07-16
2023,여주시,북내면,18,2,16,0,7,11,0,8,15,1.2,,2025-07-16
2023,여주시,산북면,6,1,5,0,3,3,0,6,5,1.2,,2025-07-16
2023,여주시,삼교동,2,0,2,0,2,0,0,1,1,2,,2025-07-16
2023,여주시,상동,26,3,23,0,15,11,0,9,17,1.53,,2025-07-16
2023,여주시,세종대왕면,50,0,50,0,30,20,0,16,39,1.28,,2025-07-16
2023,여주시,신진동,6,0,6,0,4,2,0,5,5,1.2,,2025-07-16
2023,여주시,연라동,2,0,2,0,1,1,0,1,2,1,,2025-07-16
2023,여주시,연양동,6,0,6,0,6,0,0,5,6,1,,2025-07-16
2023,여주시,오금동,4,1,3,0,4,0,0,3,4,1,,2025-07-16
2023,여주시,오학동,39,0,39,0,25,14,0,12,28,1.39,,2025-07-16
2023,여주시,우만동,4,0,4,0,4,0,0,4,4,1,,2025-07-16
2023,여주시,월송동,37,0,37,0,18,19,0,13,31,1.19,,2025-07-16
2023,여주시,점동면,34,0,34,0,15,19,0,11,27,1.26,,2025-07-16
2023,여주시,점봉동,45,0,45,0,23,22,0,15,39,1.15,,2025-07-16
2023,여주시,창동,14,0,14,0,10,4,0,7,14,1,,2025-07-16
2023,여주시,천송동,22,1,21,0,8,14,0,9,20,1.1,,2025-07-16
2023,여주시,하거동,3,0,3,0,2,1,0,2,3,1,,2025-07-16
2023,여주시,하동,25,1,24,0,13,12,0,11,23,1.09,,2025-07-16
2023,여주시,현암동,63,1,62,0,28,35,0,16,55,1.15,,2025-07-16
2023,여주시,홍문동,36,0,36,0,15,21,0,13,34,1.06,,2025-07-16
2023,여주시,흥천면,41,1,40,0,14,27,0,13,26,1.58,,2025-07-16
2023,용인시,고기동,512,48,462,2,265,195,52,63,335,1.53,0,2023-06-30
2023,용인시,고림동,1358,109,1719,0,866,820,142,81,1358,1.35,0,2023-06-30
2023,용인시,고매동,472,65,406,1,231,178,63,48,321,1.47,0,2023-06-30
2023,용인시,공세동,1417,157,1260,0,650,607,160,69,1021,1.39,1,2023-06-30
2023,용인시,구갈동,2505,349,2152,4,1160,1015,330,76,1925,1.3,9,2023-06-30
2023,용인시,김량장동,1441,103,1337,1,725,617,99,64,1134,1.27,2,2023-06-30
2023,용인시,남동,272,20,449,4,300,152,21,55,272,1.74,1,2023-06-30
2023,용인시,남사읍,1495,93,1401,1,776,605,114,125,995,1.5,1,2023-06-30
2023,용인시,농서동,215,10,205,0,114,87,14,39,171,1.26,0,2023-06-30
2023,용인시,동백동,2179,325,1853,1,1007,801,371,77,1749,1.24,3,2023-06-30
2023,용인시,동천동,2717,270,2445,2,1338,1049,330,95,2062,1.32,4,2023-06-30
2023,용인시,마북동,2195,247,1947,1,1226,732,237,77,1660,1.32,4,2023-06-30
2023,용인시,마평동,740,48,692,0,350,341,49,51,560,1.32,3,2023-06-30
2023,용인시,모현읍,2237,142,2088,7,1205,813,219,138,1487,1.49,1,2023-06-30
2023,용인시,백암면,877,46,831,0,651,185,41,58,440,1.99,2,2023-06-30
2023,용인시,보라동,1932,274,1657,1,815,851,266,72,1490,1.3,3,2023-06-30
2023,용인시,보정동,2377,221,2156,0,1259,826,292,87,1890,1.26,7,2023-06-30
2023,용인시,삼가동,883,57,826,0,444,367,72,55,658,1.34,2,2023-06-30
2023,용인시,상갈동,672,94,578,0,320,264,88,52,525,1.27,1,2023-06-30
2023,용인시,상하동,1792,314,1478,0,860,595,337,77,1357,1.32,0,2023-06-30
2023,용인시,상현동,5451,696,4753,2,2737,1936,778,94,4321,1.26,9,2023-06-30
2023,용인시,서천동,1136,101,1035,0,590,416,130,62,866,1.31,2,2023-06-30
2023,용인시,성복동,4123,385,3737,1,2378,1333,412,92,3019,1.37,7,2023-06-30
2023,용인시,신갈동,2193,327,1864,2,1019,804,370,74,1721,1.27,4,2023-06-30
2023,용인시,신봉동,2865,297,2566,2,1605,946,314,80,2193,1.31,6,2023-06-30
2023,용인시,양지면,2108,142,1961,5,1248,676,184,85,1334,1.58,1,2023-06-30
2023,용인시,언남동,1256,126,1128,2,646,483,127,64,1013,1.24,3,2023-06-30
2023,용인시,역북동,1842,125,1716,1,940,759,143,80,1396,1.32,2,2023-06-30
2023,용인시,영덕동,2663,285,2376,2,1092,1270,301,88,2063,1.29,4,2023-06-30
2023,용인시,운학동,148,23,125,0,71,51,26,37,97,1.53,0,2023-06-30
2023,용인시,원삼면,987,74,909,4,657,263,67,79,601,1.64,1,2023-06-30
2023,용인시,유방동,1041,63,977,1,535,431,75,59,736,1.41,0,2023-06-30
2023,용인시,이동읍,2208,194,2014,0,1417,607,184,129,1189,1.7,1,2023-06-30
2023,용인시,죽전동,4704,451,4252,1,2498,1713,493,92,3806,1.24,8,2023-06-30
2023,용인시,중동,3372,495,2873,4,1832,1078,462,84,2436,1.38,7,2023-06-30
2023,용인시,지곡동,371,53,318,0,169,156,46,50,256,1.45,0,2023-06-30
2023,용인시,청덕동,1061,129,932,0,470,408,183,65,826,1.28,1,2023-06-30
2023,용인시,포곡읍,2798,118,2679,1,1443,1195,160,88,1919,1.46,3,2023-06-30
2023,용인시,풍덕천동,4916,564,4350,2,2601,1565,750,94,3895,1.26,5,2023-06-30
2023,용인시,하갈동,366,48,318,0,171,140,55,50,248,1.48,0,2023-06-30
2023,용인시,해곡동,21,0,21,0,12,7,2,12,16,1.31,0,2023-06-30
2023,용인시,호동,38,8,50,0,29,20,9,15,38,1.53,0,2023-06-30
2023,의정부시,가능동,262,1,261,0,87,175,0,33,233,1.12,2,2023-09-05
2023,의정부시,고산동,70,3,67,0,39,31,0,22,57,1.23,0,2023-09-05
2023,의정부시,금오동,85,1,84,0,36,49,0,17,76,1.12,1,2023-09-05
2023,의정부시,낙양동,119,0,119,0,37,82,0,26,109,1.09,1,2023-09-05
2023,의정부시,녹양동,104,0,104,0,61,43,0,18,61,1.7,2,2023-09-05
2023,의정부시,민락동,216,4,212,0,87,129,0,33,196,1.1,8,2023-09-05
2023,의정부시,산곡동,52,0,52,0,21,31,0,18,52,1,1,2023-09-05
2023,의정부시,신곡동,359,4,355,0,168,191,0,36,277,1.3,4,2023-09-05
2023,의정부시,용현동,142,0,142,0,55,87,0,23,126,1.13,1,2023-09-05
2023,의정부시,의정부동,383,3,380,0,145,238,0,44,352,1.09,12,2023-09-05
2023,의정부시,자일동,2,0,2,0,0,2,0,2,2,1,0,2023-09-05
2023,의정부시,장암동,56,2,54,0,23,33,0,15,51,1.1,1,2023-09-05
2023,의정부시,호원동,201,2,199,0,78,123,0,27,177,1.14,4,2023-09-05
2023,이천시,갈산동,767,57,710,0,413,284,70,55,564,1.36,0,2025-11-07
2023,이천시,고담동,112,11,101,0,53,49,10,31,80,1.4,0,2025-11-07
2023,이천시,관고동,447,29,417,1,220,190,37,43,344,1.3,1,2025-11-07
2023,이천시,단월동,53,10,43,0,32,14,7,17,35,1.51,0,2025-11-07
2023,이천시,대월면,902,76,826,0,450,361,91,58,621,1.45,0,2025-11-07
2023,이천시,대포동,98,6,92,0,62,28,8,21,39,2.51,0,2025-11-07
2023,이천시,마장면,1044,102,941,1,544,390,110,69,730,1.43,1,2025-11-07
2023,이천시,모가면,331,28,303,0,222,84,25,45,163,2.03,0,2025-11-07
2023,이천시,백사면,977,92,885,0,484,395,98,66,647,1.51,0,2025-11-07
2023,이천시,부발읍,2333,165,2168,0,1205,944,184,70,1689,1.38,1,2025-11-07
2023,이천시,사음동,309,16,293,0,162,124,23,40,215,1.44,0,2025-11-07
2023,이천시,설성면,368,139,229,0,148,75,145,57,154,2.39,1,2025-11-07
2023,이천시,송정동,879,50,829,0,460,353,66,64,658,1.34,0,2025-11-07
2023,이천시,신둔면,1273,118,1155,0,696,459,118,77,786,1.62,0,2025-11-07
2023,이천시,안흥동,477,37,440,0,251,181,45,46,357,1.34,0,2025-11-07
2023,이천시,율면,180,15,165,0,110,57,13,33,89,2.02,0,2025-11-07
2023,이천시,율현동,25,2,23,0,15,9,1,10,19,1.32,0,2025-11-07
2023,이천시,장록동,55,8,47,0,23,24,8,21,32,1.72,0,2025-11-07
2023,이천시,장호원읍,828,112,716,0,441,262,125,59,499,1.66,1,2025-11-07
2023,이천시,중리동,536,36,500,0,286,200,50,49,399,1.34,1,2025-11-07
2023,이천시,증일동,87,1,86,0,42,43,2,23,66,1.32,0,2025-11-07
2023,이천시,증포동,1107,52,1055,0,546,489,72,56,863,1.28,1,2025-11-07
2023,이천시,진리동,42,2,40,0,22,18,2,14,29,1.45,2,2025-11-07
2023,이천시,창전동,1283,48,1235,0,706,502,75,63,977,1.31,5,2025-11-07
2023,이천시,호법면,367,35,332,0,176,156,35,50,233,1.58,0,2025-11-07
2023,파주시,검산동,29,0,29,0,13,16,0,10,25,1.16,,2025-05-20
2023,파주시,광탄면,189,22,167,0,132,57,0,28,90,2.1,1,2025-05-20
2023,파주시,교하동,12,4,8,0,6,6,0,8,9,1.33,,2025-05-20
2023,파주시,군내면,3,0,3,0,2,1,0,3,3,1,,2025-05-20
2023,파주시,금릉동,25,0,25,0,10,15,0,11,24,1.04,,2025-05-20
2023,파주시,금촌동,256,5,251,0,135,121,0,35,232,1.1,7,2025-05-20
2023,파주시,다율동,121,2,119,0,54,67,0,21,106,1.14,1,2025-05-20
2023,파주시,당하동,55,3,52,0,27,28,0,16,49,1.12,,2025-05-20
2023,파주시,동패동,432,9,423,0,191,241,0,40,371,1.16,6,2025-05-20
2023,파주시,맥금동,11,0,11,0,9,2,0,3,4,2.75,,2025-05-20
2023,파주시,목동동,406,7,399,0,185,221,0,40,363,1.12,6,2025-05-20
2023,파주시,문발동,85,2,83,0,44,41,0,19,73,1.16,,2025-05-20
2023,파주시,문산읍,324,41,283,0,136,188,0,44,262,1.24,3,2025-05-20
2023,파주시,법원읍,119,24,95,0,64,55,0,18,91,1.31,2,2025-05-20
2023,파주시,산남동,9,0,9,0,6,3,0,6,9,1,,2025-05-20
